premise_code,premise,address,premise_type,state,district
21106,SAFINAH MAJU ENTERPRISE,"NO. 433,,JALAN TUNKU IBRAHIM,SIK, KEDAH.",Pasar Mini,Kedah,Sik
21219,SAFINI MART,"LOT 14390, 14931, 14392, 14933,14934,,BATU MENGKEBANG, KUALA KRAI, KELANTAN,",Pasar Mini,Kelantan,Kuala Krai
21768,SALAMKU ACTIVE STOR,"JLN PASIR MAS - TANAH MERAH,,TANAH MERAH,",Pasar Mini,Kelantan,Tanah Merah
9827,SALAMKU EXTRA TENDONG,"LOT 1189  A-D, KAMPUNG TOK BUAK,TENDONG,",Pasar Raya / Supermarket,Kelantan,Pasir Mas
21631,SALAMKU GROCERY PENGKALAN CHEPA,"LOT 3377-3385, TINGKAT BAWAH, TAMAN KURNIA JAYA,PENGKALAN CHEPA,KOTA BHARU",Pasar Raya / Supermarket,Kelantan,Kota Bharu
21592,SALAMKU GROCERY SERING,"LOT 12081-12085,JALAN PULAU MELAKA, SERING,KOTA BHARU",Pasar Raya / Supermarket,Kelantan,Kota Bharu
18542,SALAMKU RETAIL SDN BHD (BACHOK),"LOT 1280, MUKIM TEMU RANGGAS,JAJAHAN BACHOK,",Pasar Raya / Supermarket,Kelantan,Bachok
21676,SALAMKU XTRA - KOTA JEMBAL SDN BHD,"LOT 13870, JALAN RAJA BAHAR,,OFF JALAN TAWANG,,KOTA JEMBAL, BACHOK",Pasar Raya / Supermarket,Kelantan,Bachok
21792,SALAMKU XTRA (KOK LANAS) SDN BHD,"LOT 1937-1940, TAMAN GURU DESA PAHLAWAN,JALAN KUALA KRAI,,KOK LANAS",Pasar Raya / Supermarket,Kelantan,Kota Bharu
21790,SALAMKU XTRA (PALOH) SDN BHD,"LOT 942,,KG PALOH, PINTU GENG,KOTA BHARU",Pasar Mini,Kelantan,Kota Bharu
21913,SALIM MK FROZEN (MUAR) SDN BHD,"NO. 4, 6 , 8 , 10, 12, JALAN PERNIAGAAN SINAR JAYA 3,PUSAT EPRNIAGAAN SINAR JAYA,",Pasar Mini,Johor,Muar
21573,SALNI BOKHARI AZMAN DESA,"JALAN MASJID LAMA,KAMPUNG BELAWAI,",Kedai Runcit,Sarawak,Tanjung Manis
890,SAMA MAJU TRADING,"LOT NO. 1,PLAZA KUALA PENYU,89747 KUALA PENYU, SABAH",Kedai Runcit,Sabah,Kuala Penyu
21968,SAMA MAJU TRADING MNI MARKET (MEMBAKUT JAYA),"LOT NO 28-30, BLOCK E,,MEMBAKUT JAYA,",Kedai Runcit,Sabah,Membakut
13564,SAMSUDIN,"KG TELEKONG,KG TELEKONG,",Kedai Runcit,Kelantan,Kuala Krai
21962,SANG KONG COMPANY,"Tawau,Tawau,",Kedai Runcit,Sabah,Tawau
17696,SARI COLD STORAGE,"LOT 1, MDLD 4522-4523,TAMAN AMAN 3,91100 LAHAD DATU, SABAH.",Kedai Runcit,Sabah,Lahad Datu
4668,SARIMAH CURRY HOUSE (RESTORAN & CATERING),"SARIMAH CURRY HOUSE (RESTORAN & CATERING),LOT 2056, GROUND FLOOR & 1ST FLOOR,RICKETTS COMMERCIAL CENTRE,JALAN TARAP,98700 LIMBANG, SARAWAK.,",Restoran Melayu,Sarawak,Limbang
21217,SARVANA TRADING,"110, TAMAN DESA MELANG PHASE 2, JALAN MELANG,KUALA PILAH,",Kedai Runcit,Negeri Sembilan,Kuala Pilah
5645,SAU RESTORAN,"KG PASIR PUTIH,TUMPAT,",Restoran Cina,Kelantan,Tumpat
18396,SAUDARA HANIFAH RESTORAN,"NO.72, JALAN MAHMUD,BALING,KEDAH DARUL AMAN.,",Restoran India Muslim,Kedah,Baling
20988,SAVE MINI MARKET IPOH JAYA,"53, SELASAR ROKAM 11,TAMAN IPOH JAYA,",Kedai Runcit,Perak,Kinta
20986,SAVE MINI MARKET KLEBANG,"JALAN KLEBANG RIA 2,TAMAN KLEBANG RIA,",Kedai Runcit,Perak,Kinta
20987,SAVE MINI MARKET SIMPANG PULAI,"38, PERSIARAN PULAI JAYA 9,BANDAR PULAI JAYA,",Kedai Runcit,Perak,Kinta
18099,SAVE MINI MARKET ST.18,"NO. 87,JALAN PENGKALAN BARAT,TAMAN KAR KING, IPOH, PERAK",Kedai Runcit,Perak,Kinta
20985,SAVE MINI MARKET TAMAN CEMPAKA,"45 & 47, REGAT SRI CEMPAKA,TAMAN CEMPAKA,",Kedai Runcit,Perak,Kinta
20984,SAVE MINI MARKET TAMAN JATI,"JALAN BESAR,TAMAN JATI JELAPANG,",Kedai Runcit,Perak,Kinta
17037,SAVE MINI MARKET TASEK,"NO, 769, JALAN TASEK,MEDAN TASEK,31400 IPOH, PERAK",Kedai Runcit,Perak,Kinta
18162,SAVEMORE SUPERMARKET PLT,"LOT 8-14, BUKIT GARDEN,KG. BUKIT KALAM, JALAN MOHD SALLEH, 87000,",Pasar Raya / Supermarket,W.P. Labuan,Kawasan Luar Bandar
16524,SB MAMA CAFE,"90, MEDAN JAYAJALAN TUN HUSSIEN ONN,97000 BINTULU SARAWAK,",Restoran India Muslim,Sarawak,Bintulu
18664,SBA CORNER,"GERAI NO.5 & 6,DATARAN KUALA KUBU BHARU,44000 KUALA KUBU BHARU, HULU SELANGOR, SELANGOR",Medan Selera,Selangor,Hulu Selangor
21986,SBJ PITAS (S) SDN BHD,"KG TAKA PITAS,PITAS,",Kedai Runcit,Sabah,Pitas
20983,SEASONS FROZEN FOOD SUPPLY,"27, JALAN BANDAR BAHARU 1,BANDAR BARU, BATU GAJAH,",Kedai Runcit,Perak,Kinta
21084,SEGI CASH & CARRY ( SETAPAK VILLAGE ),"NO 2079-E, F 7 G, SETAPAK VILLAGE,NO 1617, JALAN GENTING KELANG,,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
21391,SEGI CASH & CARRY BAGAN SERAI,"NO 40-G, 40-I, 42-G, 44-G, JALAN SYED THAUPY 2, PUSAT BANDAR BARU,,BAGAN SERAI,",Pasar Raya / Supermarket,Perak,Kerian
21378,SEGI CASH & CARRY BANDAR BARU,"NO 11 -13G, JALAN SM 1C/15, FASA 1C4,,BANDAR BARU, SERI MANJUNG,",Pasar Raya / Supermarket,Perak,Manjung
20727,SEGI CASH & CARRY BUKIT SENTOSA,"NO.7-G, 9-G, 11-G,11A-G, JALAN BUNGA KERTAS 1C,PERNIAGAAN JALAN BUNGA KERTAS,BUKIT SENTOSA",Pasar Raya / Supermarket,Selangor,Hulu Selangor
21380,SEGI CASH & CARRY PARIT,"NO 6-7G, JALAN 1,,TAMAN PARIT WIRA, PARIT,",Pasar Raya / Supermarket,Perak,Perak Tengah
20958,SEGI CASH & CARRY SDN BHD,"NO 68-G, 69-G, 70-G, 71-G & 72-G,PERSIARAN MELOR 2, TAMAN MELOR 3,JALAN SUNGAI MANIK",Pasar Raya / Supermarket,Perak,Hilir Perak
18480,SEGI CASH & CARRY SDN BHD (GOMBAK),"NO. 9-G & 10-G, JALAN BATU CAVES,TAMAN BATU CAVES,68100 BATU CAVES, SELANGOR",Pasar Raya / Supermarket,Selangor,Gombak
21374,SEGI CASH & CARRY SUNGKAI,"NO.43-47 G, JALAN SENTRAL SUNGKAI 2,SENTRAL SUNGKAI,",Pasar Raya / Supermarket,Perak,Batang Padang
20728,SEGI CASH & CARRY TAMAN TANJAK,"NO.7 ,8 ,9 ,10 & 11,JALAN TANJAK, TAMAN TANJAK,KUALA KUBU BHARU",Pasar Raya / Supermarket,Selangor,Hulu Selangor
21381,SEGI CASH & CARRY TAPAH,"NO 5-8, JALAN AKASIA 2/1,PUSAT PERDAGANGAN AKASIA 2,",Pasar Raya / Supermarket,Perak,Batang Padang
21598,SEGI FRESH ( PUDU ),"LOT 590,JALAN PUDU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
11569,SEGI FRESH ( TAMAN SHAMELIN ),"NO. 2 & 4, JALAN 13/91,TAMAN SHAMELIN PERKASA,CHERAS",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
21357,SEGI FRESH AMPANG,"NO 5-G, 7-G, 9-G & 11-G, JALAN PERNIAGAAN AMPANG 4,,PUSAT PERNIAGAAN AMPANG,",Pasar Raya / Supermarket,Perak,Kinta
21284,SEGI FRESH ARA DAMANSARA,"J-G-06, J-G-07, J-G-08, BLOK J, NO 2 JALAN PJU 1A/41B,,PUSAT DAGANGAN NZX, ARA DAMANSARA, 47310 PETALING JAYA,",Pasar Raya / Supermarket,Selangor,Petaling Jaya
21120,SEGI FRESH GERIK,"SEGI CASH & CARRY SDN BHD,NO 35G, 36G, 37G, 38G, JALAN RAFLESIA 1,TAMAN REFLESIA",Pasar Raya / Supermarket,Perak,Hulu Perak
21354,SEGI FRESH GOPENG,"NO 7, 9, LORONG TAMAN, 11 & 13, JALAN SUSUR KEKWA,,KOPISAN BARU,,",Pasar Raya / Supermarket,Perak,Kinta
21327,SEGI FRESH KAJANG,"N0 2-1, 3-1 & 4-1, WISMA PERMATA, JALAN SUNGAI KANTAN,,TAMAN SRI KANTAN, 43000 KAJANG,",Pasar Mini,Selangor,Hulu Langat
20957,SEGI FRESH KLEBANG,"NO 65-G, 67-G, 69-G, 71-G & 73G,LENGKOK KLEBANG PUTRA,PUASAT PERDAGANGAN PUTRA",Pasar Raya / Supermarket,Perak,Kinta
18164,SEGI FRESH KUALA KANGSAR,"NO. 11-16, MEDAN MUTIARA,JALAN TAIPING,33000 KUALA KANGSAR",Pasar Raya / Supermarket,Perak,Kuala Kangsar
21312,SEGI FRESH KUALA SELANGOR,"NO 1,3,5,7 & 9, JALAN BENDAHARA 1/2 B, TAMAN BENDAHARA,,45000 KUALA SELANGOR,",Pasar Raya / Supermarket,Selangor,Kuala Selangor
21334,SEGI FRESH PEKAN SALAK,"PUSAT PERNIAGAAN, NO 8 & 10,,JALAN PPS1 43900 SEPANG,",Pasar Raya / Supermarket,Selangor,Sepang
18576,SEGI FRESH PUTRAJAYA PRESINT 15,"SEGI CASH & CARRY SDN. BHD,NO. 8 & 10, NADI COMMERCIAL LOT 15,JALAN PULAU PINANG, PRESINT 15, PUTRAJAYA",Pasar Raya / Supermarket,W.P. Putrajaya,Wp Putrajaya
20795,SEGI FRESH SEKSYEN 23,"NO.11 & 13, JALAN PELABUR B 23/B,SEKSYEN 23, 40300 SHAH ALAM,",Pasar Raya / Supermarket,Selangor,Petaling
21100,SEGI FRESH SERDANG KEDAH,"NO. 10-G ,11-G & 12-G,,KOMPLEKS UMNO, SERDANG,,SERDANG, KEDAH",Pasar Mini,Kedah,Kulim
21828,SEGI FRESH SIKAMAT,"256, JALAN BKT CORAL 11, TAMAN BUKIT CORAL,SEREMBAN,",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
21356,SEGI FRESH SILIBIN,"NO 3-G, 5-G & 7-G JALAN SYUKUR, JALAN BARU,,KAMPUNG TENGKU HUSIN LAMA,,",Pasar Raya / Supermarket,Perak,Kinta
21322,SEGI FRESH SUNGAI BESAR,"NO 2,3A,6,8,10 & 12, JALAN SBBC SATU,,SUNGAI BESAR BUSINESS CENTRE, 45300 SUNGAI BESAR,",Pasar Raya / Supermarket,Selangor,Sabak Bernam
21397,SEGI FRESH SUNGAI SIPUT,"NO 47G-49G, PERSIARAN KOMERSIAL 4,KOMERSIAL WATERFRONT,SUNGAI SIPUT",Pasar Raya / Supermarket,Perak,Kuala Kangsar
21318,SEGI FRESH TANJONG KARANG,"NO 30,32,34,36,38,40 & 42 GROUND FLOOR,,JALAN 2 TAMAN TANJONG KARANG, 45500 TANJONG KARANG,",Pasar Raya / Supermarket,Selangor,Kuala Selangor
21366,SEGI FRESH TASEK,"4 & 6, JALAN TAWAS BARU 1,,TAMAN TASEK DAMAI,",Pasar Raya / Supermarket,Perak,Kinta
21303,SEGI KEM RIMBA,"EHSAN SEGI SDN BHD, NO 45, JALAN LENGKUAS B 16/B,,RIMBA JAYA, 41300 SHAH ALAM,",Pasar Raya / Supermarket,Selangor,Petaling
21301,SEGI PUCHONG,"NO 33,35,37,39 & 41, JALAN DENAI UTAMA,,TAMAN DENAI PUCHONG, 47100 PUCHONG,",Pasar Raya / Supermarket,Selangor,Petaling
21624,SEIBU TRX,"SOGO (KL) DEPARTMENT STORE SDN BHD,C.AT.1G.AT.1L1.AT.1& L2.AT.1,,PERSIARAN TRX, TUNRAZAK EXCHANGE",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
17357,SEK YOW FOOK RESTORAN,"341 & 342, JALAN MELAKA RAYA 3,TAMAN MELAKA RAYA,75000 MELAKA",Restoran Cina,Melaka,Melaka Tengah
21083,SELECTIONS GROCERIES ( G- VILLAGE ),"NO.01.03 GROUND FLOOR, G VILLAGE,,NO. 35, JALAN DESA PANDAN, DESA PANDAN,,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Titiwangsa
21626,SELECTIONS GROCERIES ( WISMA LIM FOO YONG ),"LOT G-07WISMA LIM FOO YONG,NO. 86 JALAN RAJA CHULAN,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
18521,SELERA AMBANG QASEH,"NO B6 ANJUNG SELERA, BANDAR PUSAT JENGKA 26400 BANDAR TUN ABDUL RAZAK JENGKA PAHANG,",Medan Selera,Pahang,Maran
16572,SELERA ANJUNG SURI,"NO 37, JALAN CENGKIH,TAMAN MAKMUR,86000 KLUANG, JOHOR,",Restoran Melayu,Johor,Kluang
18422,SELERA D'ANJE,"NO 1 & 2, KOMPLEKS MEDAN SELERA BIDOR,35500 BIDOR, PERAK,",Medan Selera,Perak,Batang Padang
17674,SELERA KAMPUNG YUZALI,"NO 19. LRG IM 15/19BANDAR INDERA MAHKKOTA,25200 KUANTAN,PAHANG DARUL MAKMUR,",Restoran Melayu,Pahang,Kuantan
711,SELERA TEPI SUNGAI,"LOT 667,KAMPUNG TEPI SUNGAI,17500 TANAH MERAH, KELANTAN.",Restoran Melayu,Kelantan,Tanah Merah
21202,SEN SEN DEPARTMENTAL STORE KOTA PADAWAN,"BATU 10,KOTA PADAWAN,",Pasar Mini,Sarawak,Kota Padawan
21811,SENG CHOON,"SUBLOT 20, LOT 485, BLOCK 123,OYA-DALAT, NEW TOWNSHIP, DALAT,",Kedai Runcit,Sarawak,Dalat
6772,SENG HONG MINI MARKET,"NO. 30, TAMAN REMBAU JAYA, REMBAU,71300 REMBAU NEGERI SEMBILAN,",Pasar Mini,Negeri Sembilan,Rembau
21392,SENG LEONG MINI MARKET,"P.T 2010, JALAN MAHSURI,TAMAN BUNGA RAYA,SLIM RIVER",Pasar Mini,Perak,Muallim
2373,SENG SANG MINI MARKET,"PT 4222 TAMAN BUNGA TROPIKA,GUA MUSANG,",Pasar Mini,Kelantan,Gua Musang
18433,SERAMBI SANTAI (MANJUNG),"NO 6, PLAZA D' MARA, JALAN LUMUT,32000 SITIAWAN, PERAK,",Restoran Melayu,Perak,Manjung
21697,SERI AL NUR HOLDINGS SDN BHD,"Lundu Bazaar, 67, Jln Melintang,,Pekan Lundu,",Kedai Runcit,Sarawak,Lundu
2874,SERI KOLAM-TELIPOT TRADING (AH BENG),"A291 KAMPONG KOLAM MENGABANG TELIPOT,KUALA TERENGGANU,",Kedai Runcit,Terengganu,Kuala Nerus
21918,SEROJA (PAGOH) SDN BHD,"NO. 13 & 14, JALAN JAYA 1/1,TAMAN PAGOH JAYA,",Pasar Mini,Johor,Muar
21975,SERVAY EVERGREEN SDN BHD,"TINGKAT BAWAH,SEJATIA WALK BATU 7,",Pasar Raya / Supermarket,Sabah,Sandakan
22001,SERVAY EVERGREEN SDN BHD,"LOT NO. 1-5,JALAN KG TG KAPOR,",Pasar Raya / Supermarket,Sabah,Semporna
21967,SERVAY EXPRESS SDN BHD,"LOT 2,3 & 4,BANGUNAN WISMA ARJUNA,",Pasar Mini,Sabah,Beaufort
21969,SERVAY EXPRESS SDN BHD,"NT 183340936,KG GANDANGAON,",Kedai Runcit,Sabah,Kuala Penyu
5218,SERVAY HYPERMARKET,"LOT 637, MIRI PLAZA, PELITA COMMERCIAL CENTRE,P.O. BOX 1591,98008 MIRI, SARAWAK",Hypermarket,Sarawak,Miri
21339,SERVAY HYPERMARKET (PERMY MALL),"LOT 100, GROUND FLOOR PERMY MALL,,PUSAT BANDAR BARU PERMYJAYA,,98000 MIRI, SARAWAK",Hypermarket,Sarawak,Miri
15820,SERVAY HYPERMARKET (S) S/B LAHAD DATU,"LOT 256-271,BANDAR SRI PERDANA PHASE 3,91100 LAHAD DATU, SABAH.",Hypermarket,Sabah,Lahad Datu
21121,SERVAY HYPERMARKET (SABAH) SDN BHD,"LOT 85-94, BLOK L, BEAUFORT JAYA PHASE 2,,COMMERCIAL DEVELOPMENT,,BEAUFORT, SABAH",Hypermarket,Sabah,Beaufort
18481,SERVAY HYPERMARKET (SABAH) SDN BHD (INANAM),"LOT 11-20, GOLDEN HILL COMMERCIAL DESK,MILE 7-5, JALAN TUARAN, INANAM,88450 KOTA KINABALU, SABAH.",Hypermarket,Sabah,Kota Kinabalu
21247,SERVAY HYPERMARKET (SABAH) SDN BHD BENONI,"GROUND FIRST SECOND FLOOR OF SHOPLOT NO.178,3 STOREY HYPERMARKET BENONI COMMERCIAL CENTRE PH 3/4,PAPAR",Hypermarket,Sabah,Papar
2109,SERVAY HYPERMARKET BANDAR,"JALAN KLINIK,PETI SURAT 61758,91027 TAWAU,",Hypermarket,Sabah,Tawau
16195,"SERVAY HYPERMARKET BANDAR BARU KOIDUPAN, PENAMPANG","KM 7.5, JALAN PENAMPANG,BANDAR BARU KOIDUPAN,88200 KOTA KINABALU, SABAH.",Hypermarket,Sabah,Penampang
2450,SERVAY HYPERMARKET LIKAS,"LOT 23-32, BLOK D,LORONG JUTA 1, PLAZA JUTA, MILE 4, JALAN TUARAN, P.O.BOX 12012,89400 LIKAS SABAH.",Hypermarket,Sabah,Kota Kinabalu
3845,SERVAY HYPERMARKET PARKWELL DEPARTMENTAL STORE PUTATAN,"BLOCK K, LOT 1,LORONG GRAND PLAZA PUTATAN,88200 PUTATAN.",Hypermarket,Sabah,Putatan
11711,SERVAY HYPERMARKET SANDAKAN,"BATU 8,JALAN LABUK,90000 SANDAKAN, SABAH.",Hypermarket,Sabah,Sandakan
17329,SERVAY JAYA HYPERMARKET,"JALAN GOSHEN,PEKAN BARU,89100 KOTA MARUDU, SABAH.",Hypermarket,Sabah,Kota Marudu
18705,SERVAY JAYA KUNAK S/B,"KUNAK TOWN LEASE NOS LOT 2 (247500312),LOT 3 (247500303) & LOT 4 (247500296),91200 KUNAK, SABAH",Pasar Raya / Supermarket,Sabah,Kunak
21971,SERVAY JAYA SDN BH,"NT 3283, KM2,JALAN SIPITANG-SINDUMIN,",Pasar Raya / Supermarket,Sabah,Sipitang
21227,SERVAY JAYA SEMPORNA,"BUBUL NEW TOWNSHIP,JALAN BUBUL,",Pasar Raya / Supermarket,Sabah,Semporna
834,SERVAY JAYA SUPERMARKET,"LOT B1-B8,ARSHAD SHOPPING COMPLEX, JALAN O.K.K. SODOMON,89000 KENINGAU, SABAH.",Pasar Raya / Supermarket,Sabah,Keningau
21992,SERVAY JAYA SUPERMARKET,"JALAN DABATA,KENINGAU,",Pasar Raya / Supermarket,Sabah,Tambunan
18327,SERVAY JAYA SUPERMARKET SDN BHD,"KUDAT,",Pasar Raya / Supermarket,Sabah,Kudat
17710,SERVAY JAYA SUPERMARKET SDN. BHD.,"1 BEAUFORT COMMERCIAL CENTER, LOT 56-65,LORONG 1BEAUFORT 3, JALAN BEAUFORT-SIPITANG,89808 BEAUFORT, SABAH.",Pasar Raya / Supermarket,Sabah,Beaufort
21963,SERVAY JAYA SUPERMARKET SDN.BHD,"Tawau,Tawau,",Pasar Raya / Supermarket,Sabah,Kalabakan
21351,SERVAY SUPERMARKET (MORSJAYA),"LOT 3017-3020, AIRPORT ROAD,,MORSJAYA COMEERCIAL CENTRE,98000 MIRI, SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
17275,SETIA JAYA MINI MARKET,"157A, JALAN LEMBAH PERMAI,TANJUNG BUNGAH,",Kedai Runcit,Pulau Pinang,Timur Laut
16139,SEVEN SEVEN RESTORAN,"NO.4, JALAN PERMAISURI 9BANDAR SRI PERMAISURI56000 KL,",Restoran Cina,W.P. Kuala Lumpur,Bandar Tun Razak
13475,SG SOK JAYA TRADING,"LOT 507,KG BARU MANEK URAI,",Kedai Runcit,Kelantan,Kuala Krai
18404,SHAFF CAFE,"S/C 87/88 NEW TOWNSHIP, 96400 MUKAH, SARAWAK,",Restoran Melayu,Sarawak,Mukah
20962,SHAH KHAN TRADING,"NO 4&5,TAMAN BAKTI,SUNGKAI",Pasar Mini,Perak,Batang Padang
4696,SHAKRI MINI MARKET,"2968 KAMPUNG GONG KEPAS,22200 KG RAJA,BESUT TERENGGANU",Pasar Mini,Terengganu,Besut
21178,SHAMAILA ENTERPRISE,"NO B 16 BWH,PANDAN PERDANA 1/2,TAMAN NUSANTARA",Kedai Runcit,Pahang,Kuantan
18356,SHAMIZA BINTI MOHD NOR,"KM 3,JALAN GUAR NANGKA,02500 MATA AYER,PERLIS.",Restoran Melayu,Perlis,Padang Besar
1233,SHAMLI BISTRO,"WISMA SHAMSUL ALI,JALAN RAJA,35000 TAPAH, PERAK.",Restoran Melayu,Perak,Batang Padang
5206,SHC SUCCESS MARKETING,"NO. 57, 58, 59, JALAN PASAR BARU LUKUT,71010 LUKUT, NEGERI SEMBILAN,",Kedai Runcit,Negeri Sembilan,Port Dickson
14867,SHENG LIONG,"L 943, 944, 945,JALAN KESANG TUA,77000 JASIN, MELAKA",Kedai Runcit,Melaka,Jasin
4101,SHENG MINI MARKET,"1350 & 1986, JALAN TIGA, 13200 KEPALA BATAS,PULAU PINANG,JALAN TIGA,",Pasar Mini,Pulau Pinang,Seberang Perai Utara
18449,SHEPON ENTERPRISE,"KG LOJING,POS BROKE, GUA MUSANG,",Kedai Runcit,Kelantan,Lojing
21824,SHF HIKMAT TRADING SDN. BHD.,"LOT 3095,KG. KUALA BESUT,",Kedai Runcit,Terengganu,Besut
17778,SHUANG-LIM CASH & CARRY,"C/O CENTER MART, JALAN 3/23A,TAMAN DANAU KOTA,OFF JALAN GENTING KLANG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
20966,SIANG LEONG HENG MINI MARKET,"NO 25,JLN TMN KOTA JAYA LUAR,,TMN PURA JAYA, SIMPANG",Kedai Runcit,Perak,"Larut, Matang & Selama"
21053,SIDEK MINI MART,"NO A-11,LORONG IM 14/1,TAMAN MAHKOTA IDAMAN",Pasar Mini,Pahang,Kuantan
15784,SIN BEE HUP,"NO.5,ARKED POKOK ASAM, LANGKAWI MALL,07000 LANGKAWI KEDAH",Kedai Runcit,Kedah,Langkawi
15347,SIN CHERN MINI MARKET,"NO. 20, TAMAN UTARA RAYA,,JALAN BESAR KUALA PERLIS,02000 KUALA PERLIS, PERLIS.",Kedai Runcit,Perlis,Kangar
17860,SIN CHIN HIN,"NO. 42, QUEEN'S SQUARE, PEKAN MARUDI,98050 BARAM, SARAWAK,",Kedai Runcit,Sarawak,Marudi
1303,SIN HOCK CHAI SDN BHD,"NO.11 & 12,JALAN TEO TUA KHENG,96900 BELAGA,SARAWAK.",Kedai Runcit,Sarawak,Belaga
21068,SIN KIAN SENG,"NO.10, PASAR BARU SIMUNJAN,SIMUNJAN,",Kedai Runcit,Sarawak,Simunjan
3856,SIN LAM BEE MINIMARKET,"166, JALAN AIR ITAM,GEORGETOWN,",Kedai Runcit,Pulau Pinang,Timur Laut
10492,SIN LEONG HIN MINI MARKET,"NO 677-678, TMN KOTA JAYA,,SIMPANG,",Pasar Mini,Perak,"Larut, Matang & Selama"
7008,SIN LIANG SUPERMARKET,"SIN LIANG SUPERMARKET SDN BHD,NO. 312-315, JALAN NAKHODA GAMPAR, P.O. BOX 1449,98000 MIRI, SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
20969,SIN SHENG HUAT MINI MATKET,"NO 47 & 51,LPRONG 1,TAMAN LAGENDA SIMPANG",Pasar Mini,Perak,"Larut, Matang & Selama"
21404,SIN WAH CHOONG MINI MARKET,"A40, ALAN BARU,,PARIT BUNTAR,",Pasar Mini,Perak,Kerian
6504,SINAR SETIA MINI MARKET,"NO.20, JALAN SETIA JASA,,TAMAN SETIA JASA,,",Pasar Mini,Pahang,Temerloh
18657,SING KEE KITCHEN,"61A, TINGKAT BAWAH,JALAN DESA BAKTI,TAMAN DESA",Restoran Cina,W.P. Kuala Lumpur,Seputeh
17865,SING KEE TRADING,"NO. 13, NEW TOWN EXTENTION,LOT 421, BLOCK 22, TATAU,",Kedai Runcit,Sarawak,Tatau
16519,SING KWONG,"SING KWONGMEDAN RAYA,97000 BINTULU,SARAWAK",Pasar Raya / Supermarket,Sarawak,Bintulu
17881,SING KWONG (KIN ORIENT PLAZA) SUPERMARKET,"LG , KIN ORIENT PLAZA ,JALAN TUN ABANG HAJI OPENG,96000 SIBU , SARAWAK",Pasar Raya / Supermarket,Sarawak,Sibu
2879,SING KWONG (SALIM) SUPERMARKET,"LOT 2, GROUND & 1ST FLOOR,BLOCK B SING KWONG COMPLEX,JALAN SALIM, SIBU, SARAWAK",Pasar Raya / Supermarket,Sarawak,Sibu
4270,SING KWONG SUPERMARKET FOODCOURT,"MEDAN RAYA,97000 BINTULUSARAWAK,",Foodcourt,Sarawak,Bintulu
18652,SING SIANG HUAT RESTAURANT,"259G, JALAN BATU BELAH,TAMAN BATU VIEW,",Restoran Cina,W.P. Kuala Lumpur,Batu
1285,SING SING SHOPPING CENTRE CO.,"NO.82,JALAN PENGHULU GERINANG,96800 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
1849,SINGGAH E-RUP SUP,"LOT 3451,KG KEPAS,MACHANG, KELANTAN.",Restoran Melayu,Kelantan,Machang
21296,SINYIN GROCER,"LOT 949-953, BLOCK 68, MUKAH LAND DISTRICT,MUKAH,",Pasar Raya / Supermarket,Sarawak,Mukah
21583,SINYIN MART,"SUBLOT NO. 34-40, LOT 169-175,BLOK 14, GIGIS LAND DISTRICT,PEKAN SELANGAU",Pasar Mini,Sarawak,Selangau
18129,SINYIN MART SDN. BHD.,"NO. 19, LOT 1383,JALAN TATAULIM MY COMMERCIAL CENTRE,TATAU, BINTULU SARAWAK",Pasar Raya / Supermarket,Sarawak,Tatau
21407,SINYIN SUPERMARKET SDN BHD,"NO.23-32, SUBLOT 2413-2422, GROUND FLOOR, 1ST FLOOR & 2ND FLOOR AND NO.33-41, SUBLOT 2423-2423, 1ST & 2ND FLOOR LOT435, 433&611, BLOCK 49, JALAN KAPUR,NO.23-32, SUBLOT 2413-2422, GROUND FLOOR, 1ST FLOOR & 2ND FLOOR AND NO.33-41, SUBLOT 2423-2423, 1ST & 2ND FLOOR LOT435, 433&611, BLOCK 49, JALAN KAPUR,",Pasar Raya / Supermarket,Sarawak,Sarikei
21570,SIONG LEE COMPANY,"PEKAN STAPANG,JALAN STAPANG,",Pasar Raya / Supermarket,Sarawak,Selangau
21725,SIRY ENTERPRISE,"NO 177,178 & 179,,PEKAN JITRA 2,,JITRA, KEDAH",Kedai Runcit,Kedah,Kubang Pasu
21224,SITI SHER TRADING,"KG SUNGAI BATU, J,ELAWANG, 18200 DABONG, KELANTAN.,",Kedai Runcit,Kelantan,Dabong
1293,SJG CONVENIENCE MART SDN. BHD,"SHELL KAPIT FILLING STATION,JALAN TEMENGGONG KOH,PETI SURAT 5,96807 KAPIT,SARAWAK.",Kedai Runcit,Sarawak,Kapit
21359,SK FIVE MINI MARKET,"1-G-15 & 1-G-16 TAMAN SRI PINANG,  GEORGETOWN, PULAU PINANG,JALAN VETERINARI,",Kedai Runcit,Pulau Pinang,Timur Laut
